entidad,id,etiqueta,año,de_quien_habla,campo,valor,afirma,nivel,enlace,estado,detalle
carroza,1995-marina-x-7,gomez_1995_marina,1995,Marina,esta foto es de esta carroza,batalla_de_flores/fotos/archivo/1721-marina-1721.jpg,batalladeflores.net,1,https://www.batalladeflores.net/wp-content/uploads/2013/08/1995marina7p.jpg,publicado,publicada en la ficha de esta carroza en batalladeflores.net
carroza,1995-el-vuelo-de-pombo-x-na,cehico_1995_vuelo-pombo,1995,El vuelo de Pombo,título de la carroza,El vuelo de Pombo,Ficha de carroza en batalladeflores.net,1,https://www.batalladeflores.net/el-vuelo-de-pombo/,publicado,
carroza,1995-el-vuelo-de-pombo-x-na,cehico_1995_vuelo-pombo,1995,El vuelo de Pombo,"grupo, tal y como lo escribe la fuente",Grupo Cehico,Ficha de carroza en batalladeflores.net,1,https://www.batalladeflores.net/el-vuelo-de-pombo/,publicado,
carroza,1995-el-vuelo-de-pombo-x-na,cehico_1995_vuelo-pombo,1995,El vuelo de Pombo,"grupo, en nuestra forma unificada",Grupo Cehico,Ficha de carroza en batalladeflores.net,1,https://www.batalladeflores.net/el-vuelo-de-pombo/,publicado,
carroza,1995-el-vuelo-de-pombo-x-na,cehico_1995_vuelo-pombo,1995,El vuelo de Pombo,esta foto es de esta carroza,batalla_de_flores/fotos/archivo/1932-vuelodepombo-1932.jpg,batalladeflores.net,1,https://www.batalladeflores.net/wp-content/uploads/2013/08/1995elvuelodepombo95.jpg,publicado,publicada en la ficha de esta carroza en batalladeflores.net
edición,edicion-1996,1996,1996,Edición de 1996,fecha del desfile,1996-08-30,"Cartel oficial de la 87ª Batalla de Flores de Laredo, editado por el Ayuntamiento de Laredo — leído por un modelo de lenguaje sobre la imagen del cartel, no transcrito por una persona",3,https://www.batalladeflores.net/wp-content/uploads/2013/09/cartel1996.jpg,publicado,viernes 30 de agosto de 1996
carroza,1996-destellos-de-realeza-a-1,angel-sainz_1996_destellos-realeza,1996,Destellos de Realeza,título de la carroza,Destellos de Realeza,Palmarés de batalladeflores.net,1,http://batalladeflores.net/destellos-de-realeza/,publicado,
carroza,1996-destellos-de-realeza-a-1,angel-sainz_1996_destellos-realeza,1996,Destellos de Realeza,puesto en el palmarés,1,Palmarés de batalladeflores.net,1,http://batalladeflores.net/destellos-de-realeza/,publicado,
carroza,1996-destellos-de-realeza-a-1,angel-sainz_1996_destellos-realeza,1996,Destellos de Realeza,puesto en el palmarés,1,Ficha de carroza en batalladeflores.net,1,https://www.batalladeflores.net/destellos-de-realeza/,publicado,
carroza,1996-destellos-de-realeza-a-1,angel-sainz_1996_destellos-realeza,1996,Destellos de Realeza,categoría,A,Palmarés de batalladeflores.net,1,http://batalladeflores.net/destellos-de-realeza/,retirada por nosotros,las categorías A y B no existían en 1996: nacen con el reglamento municipal de 2011
carroza,1996-destellos-de-realeza-a-1,angel-sainz_1996_destellos-realeza,1996,Destellos de Realeza,"grupo, tal y como lo escribe la fuente",Ángel Sainz,Palmarés de batalladeflores.net,1,http://batalladeflores.net/destellos-de-realeza/,publicado,
carroza,1996-destellos-de-realeza-a-1,angel-sainz_1996_destellos-realeza,1996,Destellos de Realeza,"grupo, tal y como lo escribe la fuente",Ángel Sainz,Ficha de carroza en batalladeflores.net,1,https://www.batalladeflores.net/destellos-de-realeza/,publicado,
carroza,1996-destellos-de-realeza-a-1,angel-sainz_1996_destellos-realeza,1996,Destellos de Realeza,"grupo, en nuestra forma unificada",Ángel Sainz,Palmarés de batalladeflores.net,1,http://batalladeflores.net/destellos-de-realeza/,publicado,
carroza,1996-destellos-de-realeza-a-1,angel-sainz_1996_destellos-realeza,1996,Destellos de Realeza,"grupo, en nuestra forma unificada",Ángel Sainz,Ficha de carroza en batalladeflores.net,1,https://www.batalladeflores.net/destellos-de-realeza/,publicado,
carroza,1996-destellos-de-realeza-a-1,angel-sainz_1996_destellos-realeza,1996,Destellos de Realeza,esta foto es de esta carroza,batalla_de_flores/fotos/archivo/1467-destellosderealeza-1467.jpg,batalladeflores.net,1,https://www.batalladeflores.net/wp-content/uploads/2013/08/1996destellosderealeza1p.jpg,publicado,publicada en la ficha de esta carroza en batalladeflores.net
carroza,1996-supervivencia-a-2,grupo-amigos_1996_supervivencia,1996,Supervivencia,título de la carroza,Supervivencia,Palmarés de batalladeflores.net,1,http://batalladeflores.net/supervivencia/,publicado,
carroza,1996-supervivencia-a-2,grupo-amigos_1996_supervivencia,1996,Supervivencia,puesto en el palmarés,2,Palmarés de batalladeflores.net,1,http://batalladeflores.net/supervivencia/,publicado,
carroza,1996-supervivencia-a-2,grupo-amigos_1996_supervivencia,1996,Supervivencia,puesto en el palmarés,2,Ficha de carroza en batalladeflores.net,1,https://www.batalladeflores.net/supervivencia/,publicado,
carroza,1996-supervivencia-a-2,grupo-amigos_1996_supervivencia,1996,Supervivencia,categoría,A,Palmarés de batalladeflores.net,1,http://batalladeflores.net/supervivencia/,retirada por nosotros,las categorías A y B no existían en 1996: nacen con el reglamento municipal de 2011
carroza,1996-supervivencia-a-2,grupo-amigos_1996_supervivencia,1996,Supervivencia,"grupo, tal y como lo escribe la fuente",Grupo Amigos,Palmarés de batalladeflores.net,1,http://batalladeflores.net/supervivencia/,publicado,
carroza,1996-supervivencia-a-2,grupo-amigos_1996_supervivencia,1996,Supervivencia,"grupo, tal y como lo escribe la fuente",Grupo Amigos,Ficha de carroza en batalladeflores.net,1,https://www.batalladeflores.net/supervivencia/,publicado,
carroza,1996-supervivencia-a-2,grupo-amigos_1996_supervivencia,1996,Supervivencia,"grupo, en nuestra forma unificada",Grupo Amigos,Palmarés de batalladeflores.net,1,http://batalladeflores.net/supervivencia/,publicado,
carroza,1996-supervivencia-a-2,grupo-amigos_1996_supervivencia,1996,Supervivencia,"grupo, en nuestra forma unificada",Grupo Amigos,Ficha de carroza en batalladeflores.net,1,https://www.batalladeflores.net/supervivencia/,publicado,
carroza,1996-supervivencia-a-2,grupo-amigos_1996_supervivencia,1996,Supervivencia,esta foto es de esta carroza,batalla_de_flores/fotos/archivo/1882-supervivencia-1882.jpg,batalladeflores.net,1,https://www.batalladeflores.net/wp-content/uploads/2013/08/1996supervivencia2p.jpg,publicado,publicada en la ficha de esta carroza en batalladeflores.net
carroza,1996-jardin-prohibido-a-3,oruna_1996_jardin-prohibido,1996,Jardín Prohibido,título de la carroza,Jardín Prohibido,Palmarés de batalladeflores.net,1,http://batalladeflores.net/jardin-prohibido/,publicado,
carroza,1996-jardin-prohibido-a-3,oruna_1996_jardin-prohibido,1996,Jardín Prohibido,puesto en el palmarés,3,Palmarés de batalladeflores.net,1,http://batalladeflores.net/jardin-prohibido/,publicado,
carroza,1996-jardin-prohibido-a-3,oruna_1996_jardin-prohibido,1996,Jardín Prohibido,puesto en el palmarés,3,Ficha de carroza en batalladeflores.net,1,https://www.batalladeflores.net/jardin-prohibido/,publicado,
carroza,1996-jardin-prohibido-a-3,oruna_1996_jardin-prohibido,1996,Jardín Prohibido,categoría,A,Palmarés de batalladeflores.net,1,http://batalladeflores.net/jardin-prohibido/,retirada por nosotros,las categorías A y B no existían en 1996: nacen con el reglamento municipal de 2011
carroza,1996-jardin-prohibido-a-3,oruna_1996_jardin-prohibido,1996,Jardín Prohibido,"grupo, tal y como lo escribe la fuente",Hermanos Oruña,Palmarés de batalladeflores.net,1,http://batalladeflores.net/jardin-prohibido/,publicado,
carroza,1996-jardin-prohibido-a-3,oruna_1996_jardin-prohibido,1996,Jardín Prohibido,"grupo, tal y como lo escribe la fuente",Hermanos Oruña,Ficha de carroza en batalladeflores.net,1,https://www.batalladeflores.net/jardin-prohibido/,publicado,
carroza,1996-jardin-prohibido-a-3,oruna_1996_jardin-prohibido,1996,Jardín Prohibido,"grupo, en nuestra forma unificada",Carrozas Oruña,Decisión nuestra al unificar el nombre del grupo,2,,publicado,«Hermanos Oruña» → «Carrozas Oruña»: el plegado usa otro nombre para el mismo grupo
carroza,1996-jardin-prohibido-a-3,oruna_1996_jardin-prohibido,1996,Jardín Prohibido,esta foto es de esta carroza,batalla_de_flores/fotos/archivo/1997-jardinprohibido-1997.jpg,batalladeflores.net,1,https://www.batalladeflores.net/wp-content/uploads/2013/08/1996jardinprohibido3p.jpg,publicado,publicada en la ficha de esta carroza en batalladeflores.net
carroza,1996-el-gong-de-los-dragones-x-9,gomez_1996_gong-dragones,1996,El Gong de los Dragones,título de la carroza,El Gong de los Dragones,Ficha de carroza en batalladeflores.net,1,https://www.batalladeflores.net/el-gong-de-los-dragones/,publicado,
carroza,1996-el-gong-de-los-dragones-x-9,gomez_1996_gong-dragones,1996,El Gong de los Dragones,puesto en el palmarés,9,Ficha de carroza en batalladeflores.net,1,https://www.batalladeflores.net/el-gong-de-los-dragones/,publicado,
carroza,1996-el-gong-de-los-dragones-x-9,gomez_1996_gong-dragones,1996,El Gong de los Dragones,"grupo, tal y como lo escribe la fuente",Eduardo Gómez,Ficha de carroza en batalladeflores.net,1,https://www.batalladeflores.net/el-gong-de-los-dragones/,publicado,
carroza,1996-el-gong-de-los-dragones-x-9,gomez_1996_gong-dragones,1996,El Gong de los Dragones,"grupo, en nuestra forma unificada",Eduardo Gómez,Ficha de carroza en batalladeflores.net,1,https://www.batalladeflores.net/el-gong-de-los-dragones/,publicado,
carroza,1996-el-gong-de-los-dragones-x-9,gomez_1996_gong-dragones,1996,El Gong de los Dragones,esta foto es de esta carroza,batalla_de_flores/fotos/archivo/1722-gongdelosdragones-1722.jpg,batalladeflores.net,1,https://www.batalladeflores.net/wp-content/uploads/2013/08/1996elgongdelosdragones9p.jpg,publicado,publicada en la ficha de esta carroza en batalladeflores.net
carroza,1996-el-coloso-de-rodas-x-na,cehico_1996_coloso-rodas,1996,El Coloso de Rodas,título de la carroza,El Coloso de Rodas,Ficha de carroza en batalladeflores.net,1,https://www.batalladeflores.net/el-coloso-de-rodas/,publicado,
carroza,1996-el-coloso-de-rodas-x-na,cehico_1996_coloso-rodas,1996,El Coloso de Rodas,"grupo, tal y como lo escribe la fuente",Grupo Cehico,Ficha de carroza en batalladeflores.net,1,https://www.batalladeflores.net/el-coloso-de-rodas/,publicado,
carroza,1996-el-coloso-de-rodas-x-na,cehico_1996_coloso-rodas,1996,El Coloso de Rodas,"grupo, en nuestra forma unificada",Grupo Cehico,Ficha de carroza en batalladeflores.net,1,https://www.batalladeflores.net/el-coloso-de-rodas/,publicado,
carroza,1996-el-coloso-de-rodas-x-na,cehico_1996_coloso-rodas,1996,El Coloso de Rodas,esta foto es de esta carroza,batalla_de_flores/fotos/archivo/1933-colosoderodas-1933.jpg,batalladeflores.net,1,https://www.batalladeflores.net/wp-content/uploads/2013/08/1996elcolosoderodas.jpg,publicado,publicada en la ficha de esta carroza en batalladeflores.net
carroza,1996-templo-de-sabiduria-x-na,inserso_1996_templo-sabiduria,1996,Templo de Sabiduria,título de la carroza,Templo de Sabiduria,Ficha de carroza en batalladeflores.net,1,https://www.batalladeflores.net/templo-de-sabiduria/,publicado,
carroza,1996-templo-de-sabiduria-x-na,inserso_1996_templo-sabiduria,1996,Templo de Sabiduria,"grupo, tal y como lo escribe la fuente",Inserso Laredo,Ficha de carroza en batalladeflores.net,1,https://www.batalladeflores.net/templo-de-sabiduria/,publicado,
carroza,1996-templo-de-sabiduria-x-na,inserso_1996_templo-sabiduria,1996,Templo de Sabiduria,"grupo, en nuestra forma unificada",Inserso Laredo,Ficha de carroza en batalladeflores.net,1,https://www.batalladeflores.net/templo-de-sabiduria/,publicado,
carroza,1996-templo-de-sabiduria-x-na,inserso_1996_templo-sabiduria,1996,Templo de Sabiduria,esta foto es de esta carroza,batalla_de_flores/fotos/archivo/2160-templodesabiduria-2160.jpg,batalladeflores.net,1,https://www.batalladeflores.net/wp-content/uploads/2013/08/1996templodesabiduria.jpg,publicado,publicada en la ficha de esta carroza en batalladeflores.net
edición,edicion-1997,1997,1997,Edición de 1997,fecha del desfile,1997-08-29,"Cartel oficial de la 88ª Batalla de Flores de Laredo, editado por el Ayuntamiento de Laredo — leído por un modelo de lenguaje sobre la imagen del cartel, no transcrito por una persona",3,https://www.batalladeflores.net/wp-content/uploads/2013/09/cartel1997.jpg,publicado,viernes 29 de agosto de 1997
carroza,1997-fragancia-en-color-a-1,angel-sainz_1997_fragancia-color,1997,Fragancia en Color,título de la carroza,Fragancia en Color,Palmarés de batalladeflores.net,1,http://batalladeflores.net/fragancia-en-color/,publicado,
carroza,1997-fragancia-en-color-a-1,angel-sainz_1997_fragancia-color,1997,Fragancia en Color,puesto en el palmarés,1,Palmarés de batalladeflores.net,1,http://batalladeflores.net/fragancia-en-color/,publicado,
carroza,1997-fragancia-en-color-a-1,angel-sainz_1997_fragancia-color,1997,Fragancia en Color,puesto en el palmarés,1,Ficha de carroza en batalladeflores.net,1,https://www.batalladeflores.net/fragancia-en-color/,publicado,
carroza,1997-fragancia-en-color-a-1,angel-sainz_1997_fragancia-color,1997,Fragancia en Color,categoría,A,Palmarés de batalladeflores.net,1,http://batalladeflores.net/fragancia-en-color/,retirada por nosotros,las categorías A y B no existían en 1997: nacen con el reglamento municipal de 2011
carroza,1997-fragancia-en-color-a-1,angel-sainz_1997_fragancia-color,1997,Fragancia en Color,"grupo, tal y como lo escribe la fuente",Ángel Sainz,Palmarés de batalladeflores.net,1,http://batalladeflores.net/fragancia-en-color/,publicado,
carroza,1997-fragancia-en-color-a-1,angel-sainz_1997_fragancia-color,1997,Fragancia en Color,"grupo, tal y como lo escribe la fuente",Ángel Sainz,Ficha de carroza en batalladeflores.net,1,https://www.batalladeflores.net/fragancia-en-color/,publicado,
carroza,1997-fragancia-en-color-a-1,angel-sainz_1997_fragancia-color,1997,Fragancia en Color,"grupo, en nuestra forma unificada",Ángel Sainz,Palmarés de batalladeflores.net,1,http://batalladeflores.net/fragancia-en-color/,publicado,
carroza,1997-fragancia-en-color-a-1,angel-sainz_1997_fragancia-color,1997,Fragancia en Color,"grupo, en nuestra forma unificada",Ángel Sainz,Ficha de carroza en batalladeflores.net,1,https://www.batalladeflores.net/fragancia-en-color/,publicado,
carroza,1997-fragancia-en-color-a-1,angel-sainz_1997_fragancia-color,1997,Fragancia en Color,esta foto es de esta carroza,batalla_de_flores/fotos/archivo/1468-fraganciaencolor-1468.jpg,batalladeflores.net,1,https://www.batalladeflores.net/wp-content/uploads/2013/08/1997fraganciaencolor1p.jpg,publicado,publicada en la ficha de esta carroza en batalladeflores.net
carroza,1997-amanecer-en-primavera-a-2,antonio-quintana_1997_amanecer-primavera,1997,Amanecer en Primavera,título de la carroza,Amanecer en Primavera,Palmarés de batalladeflores.net,1,http://batalladeflores.net/amanecer-en-primavera/,publicado,
carroza,1997-amanecer-en-primavera-a-2,antonio-quintana_1997_amanecer-primavera,1997,Amanecer en Primavera,puesto en el palmarés,2,Palmarés de batalladeflores.net,1,http://batalladeflores.net/amanecer-en-primavera/,publicado,
carroza,1997-amanecer-en-primavera-a-2,antonio-quintana_1997_amanecer-primavera,1997,Amanecer en Primavera,puesto en el palmarés,2,Ficha de carroza en batalladeflores.net,1,https://www.batalladeflores.net/amanecer-en-primavera/,publicado,
carroza,1997-amanecer-en-primavera-a-2,antonio-quintana_1997_amanecer-primavera,1997,Amanecer en Primavera,categoría,A,Palmarés de batalladeflores.net,1,http://batalladeflores.net/amanecer-en-primavera/,retirada por nosotros,las categorías A y B no existían en 1997: nacen con el reglamento municipal de 2011
carroza,1997-amanecer-en-primavera-a-2,antonio-quintana_1997_amanecer-primavera,1997,Amanecer en Primavera,"grupo, tal y como lo escribe la fuente",Juan Antonio Quintana,Palmarés de batalladeflores.net,1,http://batalladeflores.net/amanecer-en-primavera/,publicado,
carroza,1997-amanecer-en-primavera-a-2,antonio-quintana_1997_amanecer-primavera,1997,Amanecer en Primavera,"grupo, tal y como lo escribe la fuente",Juan Antonio Quintana,Ficha de carroza en batalladeflores.net,1,https://www.batalladeflores.net/amanecer-en-primavera/,publicado,
carroza,1997-amanecer-en-primavera-a-2,antonio-quintana_1997_amanecer-primavera,1997,Amanecer en Primavera,"grupo, en nuestra forma unificada",Juan Antonio Quintana,Palmarés de batalladeflores.net,1,http://batalladeflores.net/amanecer-en-primavera/,publicado,
carroza,1997-amanecer-en-primavera-a-2,antonio-quintana_1997_amanecer-primavera,1997,Amanecer en Primavera,"grupo, en nuestra forma unificada",Juan Antonio Quintana,Ficha de carroza en batalladeflores.net,1,https://www.batalladeflores.net/amanecer-en-primavera/,publicado,
carroza,1997-amanecer-en-primavera-a-2,antonio-quintana_1997_amanecer-primavera,1997,Amanecer en Primavera,esta foto es de esta carroza,batalla_de_flores/fotos/archivo/2227-amanecerenprimavera-2227.jpg,batalladeflores.net,1,https://www.batalladeflores.net/wp-content/uploads/2013/08/1997amanecerenprimavera2p.jpg,publicado,publicada en la ficha de esta carroza en batalladeflores.net
carroza,1997-nuestro-mundo-sobre-ruedas-a-3,grupo-amigos_1997_nuestro-mundo-sobre-ruedas,1997,Nuestro Mundo sobre Ruedas,título de la carroza,Nuestro Mundo sobre Ruedas,Palmarés de batalladeflores.net,1,http://batalladeflores.net/nuestro-mundo-sobre-ruedas/,publicado,
carroza,1997-nuestro-mundo-sobre-ruedas-a-3,grupo-amigos_1997_nuestro-mundo-sobre-ruedas,1997,Nuestro Mundo sobre Ruedas,puesto en el palmarés,3,Palmarés de batalladeflores.net,1,http://batalladeflores.net/nuestro-mundo-sobre-ruedas/,publicado,
carroza,1997-nuestro-mundo-sobre-ruedas-a-3,grupo-amigos_1997_nuestro-mundo-sobre-ruedas,1997,Nuestro Mundo sobre Ruedas,categoría,A,Palmarés de batalladeflores.net,1,http://batalladeflores.net/nuestro-mundo-sobre-ruedas/,retirada por nosotros,las categorías A y B no existían en 1997: nacen con el reglamento municipal de 2011
carroza,1997-nuestro-mundo-sobre-ruedas-a-3,grupo-amigos_1997_nuestro-mundo-sobre-ruedas,1997,Nuestro Mundo sobre Ruedas,"grupo, tal y como lo escribe la fuente",Grupo Amigos,Palmarés de batalladeflores.net,1,http://batalladeflores.net/nuestro-mundo-sobre-ruedas/,publicado,
carroza,1997-nuestro-mundo-sobre-ruedas-a-3,grupo-amigos_1997_nuestro-mundo-sobre-ruedas,1997,Nuestro Mundo sobre Ruedas,"grupo, tal y como lo escribe la fuente",Grupo Amigos,Ficha de carroza en batalladeflores.net,1,https://www.batalladeflores.net/nuestro-mundo-sobre-ruedas/,publicado,
carroza,1997-nuestro-mundo-sobre-ruedas-a-3,grupo-amigos_1997_nuestro-mundo-sobre-ruedas,1997,Nuestro Mundo sobre Ruedas,"grupo, en nuestra forma unificada",Grupo Amigos,Palmarés de batalladeflores.net,1,http://batalladeflores.net/nuestro-mundo-sobre-ruedas/,publicado,
carroza,1997-nuestro-mundo-sobre-ruedas-a-3,grupo-amigos_1997_nuestro-mundo-sobre-ruedas,1997,Nuestro Mundo sobre Ruedas,"grupo, en nuestra forma unificada",Grupo Amigos,Ficha de carroza en batalladeflores.net,1,https://www.batalladeflores.net/nuestro-mundo-sobre-ruedas/,publicado,
carroza,1997-nuestro-mundo-sobre-ruedas-a-3,grupo-amigos_1997_nuestro-mundo-sobre-ruedas,1997,Nuestro Mundo sobre Ruedas,esta foto es de esta carroza,batalla_de_flores/fotos/archivo/1883-nuestromundosobreruedas-1883.jpg,batalladeflores.net,1,https://www.batalladeflores.net/wp-content/uploads/2013/08/1997nuestromundosobreruedas.jpg,publicado,publicada en la ficha de esta carroza en batalladeflores.net
carroza,1997-laredo-en-mi-espejo-x-na,cehico_1997_espejo,1997,Laredo en mi Espejo,título de la carroza,Laredo en mi Espejo,Ficha de carroza en batalladeflores.net,1,https://www.batalladeflores.net/laredo-en-mi-espejo/,publicado,
carroza,1997-laredo-en-mi-espejo-x-na,cehico_1997_espejo,1997,Laredo en mi Espejo,"grupo, tal y como lo escribe la fuente",Grupo Cehico,Ficha de carroza en batalladeflores.net,1,https://www.batalladeflores.net/laredo-en-mi-espejo/,publicado,
carroza,1997-laredo-en-mi-espejo-x-na,cehico_1997_espejo,1997,Laredo en mi Espejo,"grupo, en nuestra forma unificada",Grupo Cehico,Ficha de carroza en batalladeflores.net,1,https://www.batalladeflores.net/laredo-en-mi-espejo/,publicado,
carroza,1997-laredo-en-mi-espejo-x-na,cehico_1997_espejo,1997,Laredo en mi Espejo,esta foto es de esta carroza,batalla_de_flores/fotos/archivo/1934-redoenmiespejo-1934.jpg,batalladeflores.net,1,https://www.batalladeflores.net/wp-content/uploads/2013/08/1997laredoenmiespejo.jpg,publicado,publicada en la ficha de esta carroza en batalladeflores.net
edición,edicion-1998,1998,1998,Edición de 1998,fecha del desfile,1998-08-28,"Cartel oficial de la 89ª Batalla de Flores de Laredo, editado por el Ayuntamiento de Laredo — leído por un modelo de lenguaje sobre la imagen del cartel, no transcrito por una persona",3,https://www.batalladeflores.net/wp-content/uploads/2013/09/cartel1998.jpg,publicado,viernes 28 de agosto de 1998
carroza,1998-esplendor-hindu-a-1,oruna_1998_esplendor-hindu,1998,Esplendor Hindú,título de la carroza,Esplendor Hindú,Palmarés de batalladeflores.net,1,http://batalladeflores.net/esplendor-hindu/,publicado,
carroza,1998-esplendor-hindu-a-1,oruna_1998_esplendor-hindu,1998,Esplendor Hindú,puesto en el palmarés,1,Palmarés de batalladeflores.net,1,http://batalladeflores.net/esplendor-hindu/,publicado,
carroza,1998-esplendor-hindu-a-1,oruna_1998_esplendor-hindu,1998,Esplendor Hindú,puesto en el palmarés,2,Ficha de carroza en batalladeflores.net,1,https://www.batalladeflores.net/esplendor-hindu/,descartado,otra fuente dice otra cosa y se muestra la suya
carroza,1998-esplendor-hindu-a-1,oruna_1998_esplendor-hindu,1998,Esplendor Hindú,categoría,A,Palmarés de batalladeflores.net,1,http://batalladeflores.net/esplendor-hindu/,retirada por nosotros,las categorías A y B no existían en 1998: nacen con el reglamento municipal de 2011
carroza,1998-esplendor-hindu-a-1,oruna_1998_esplendor-hindu,1998,Esplendor Hindú,"grupo, tal y como lo escribe la fuente",Hermanos Oruña,Palmarés de batalladeflores.net,1,http://batalladeflores.net/esplendor-hindu/,publicado,
carroza,1998-esplendor-hindu-a-1,oruna_1998_esplendor-hindu,1998,Esplendor Hindú,"grupo, tal y como lo escribe la fuente",Hermanos Oruña,Ficha de carroza en batalladeflores.net,1,https://www.batalladeflores.net/esplendor-hindu/,publicado,
carroza,1998-esplendor-hindu-a-1,oruna_1998_esplendor-hindu,1998,Esplendor Hindú,"grupo, en nuestra forma unificada",Carrozas Oruña,Decisión nuestra al unificar el nombre del grupo,2,,publicado,«Hermanos Oruña» → «Carrozas Oruña»: el plegado usa otro nombre para el mismo grupo
carroza,1998-esplendor-hindu-a-1,oruna_1998_esplendor-hindu,1998,Esplendor Hindú,esta foto es de esta carroza,batalla_de_flores/fotos/archivo/1998-esplendorhindu-1998.jpg,batalladeflores.net,1,https://www.batalladeflores.net/wp-content/uploads/2013/08/1998esplendorhindu2p.jpg,publicado,publicada en la ficha de esta carroza en batalladeflores.net
carroza,1998-reflejo-luminoso-a-1,angel-sainz_1998_reflejo-luminoso,1998,Reflejo Luminoso,título de la carroza,Reflejo Luminoso,Palmarés de batalladeflores.net,1,http://batalladeflores.net/reflejo-luminoso/,publicado,
carroza,1998-reflejo-luminoso-a-1,angel-sainz_1998_reflejo-luminoso,1998,Reflejo Luminoso,puesto en el palmarés,1,Palmarés de batalladeflores.net,1,http://batalladeflores.net/reflejo-luminoso/,publicado,
carroza,1998-reflejo-luminoso-a-1,angel-sainz_1998_reflejo-luminoso,1998,Reflejo Luminoso,puesto en el palmarés,1,Ficha de carroza en batalladeflores.net,1,https://www.batalladeflores.net/reflejo-luminoso/,publicado,
carroza,1998-reflejo-luminoso-a-1,angel-sainz_1998_reflejo-luminoso,1998,Reflejo Luminoso,categoría,A,Palmarés de batalladeflores.net,1,http://batalladeflores.net/reflejo-luminoso/,retirada por nosotros,las categorías A y B no existían en 1998: nacen con el reglamento municipal de 2011
carroza,1998-reflejo-luminoso-a-1,angel-sainz_1998_reflejo-luminoso,1998,Reflejo Luminoso,"grupo, tal y como lo escribe la fuente",Ángel Sainz,Palmarés de batalladeflores.net,1,http://batalladeflores.net/reflejo-luminoso/,publicado,
carroza,1998-reflejo-luminoso-a-1,angel-sainz_1998_reflejo-luminoso,1998,Reflejo Luminoso,"grupo, tal y como lo escribe la fuente",Ángel Sainz,Ficha de carroza en batalladeflores.net,1,https://www.batalladeflores.net/reflejo-luminoso/,publicado,
carroza,1998-reflejo-luminoso-a-1,angel-sainz_1998_reflejo-luminoso,1998,Reflejo Luminoso,"grupo, en nuestra forma unificada",Ángel Sainz,Palmarés de batalladeflores.net,1,http://batalladeflores.net/reflejo-luminoso/,publicado,
carroza,1998-reflejo-luminoso-a-1,angel-sainz_1998_reflejo-luminoso,1998,Reflejo Luminoso,"grupo, en nuestra forma unificada",Ángel Sainz,Ficha de carroza en batalladeflores.net,1,https://www.batalladeflores.net/reflejo-luminoso/,publicado,
carroza,1998-reflejo-luminoso-a-1,angel-sainz_1998_reflejo-luminoso,1998,Reflejo Luminoso,esta foto es de esta carroza,batalla_de_flores/fotos/archivo/1469-reflejoluminoso-1469.jpg,batalladeflores.net,1,https://www.batalladeflores.net/wp-content/uploads/2013/08/1998reflejoluminoso1p.jpg,publicado,publicada en la ficha de esta carroza en batalladeflores.net
carroza,1998-luz-para-ver-a-2,grupo-amigos_1998_luz-ver,1998,Luz para Ver,título de la carroza,Luz para Ver,Palmarés de batalladeflores.net,1,http://batalladeflores.net/luz-para-ver/,publicado,
carroza,1998-luz-para-ver-a-2,grupo-amigos_1998_luz-ver,1998,Luz para Ver,puesto en el palmarés,2,Palmarés de batalladeflores.net,1,http://batalladeflores.net/luz-para-ver/,publicado,
carroza,1998-luz-para-ver-a-2,grupo-amigos_1998_luz-ver,1998,Luz para Ver,puesto en el palmarés,2,Ficha de carroza en batalladeflores.net,1,https://www.batalladeflores.net/luz-para-ver/,publicado,
carroza,1998-luz-para-ver-a-2,grupo-amigos_1998_luz-ver,1998,Luz para Ver,categoría,A,Palmarés de batalladeflores.net,1,http://batalladeflores.net/luz-para-ver/,retirada por nosotros,las categorías A y B no existían en 1998: nacen con el reglamento municipal de 2011
carroza,1998-luz-para-ver-a-2,grupo-amigos_1998_luz-ver,1998,Luz para Ver,"grupo, tal y como lo escribe la fuente",Grupo Amigos,Palmarés de batalladeflores.net,1,http://batalladeflores.net/luz-para-ver/,publicado,
carroza,1998-luz-para-ver-a-2,grupo-amigos_1998_luz-ver,1998,Luz para Ver,"grupo, tal y como lo escribe la fuente",Grupo Amigos,Ficha de carroza en batalladeflores.net,1,https://www.batalladeflores.net/luz-para-ver/,publicado,
carroza,1998-luz-para-ver-a-2,grupo-amigos_1998_luz-ver,1998,Luz para Ver,"grupo, en nuestra forma unificada",Grupo Amigos,Palmarés de batalladeflores.net,1,http://batalladeflores.net/luz-para-ver/,publicado,
carroza,1998-luz-para-ver-a-2,grupo-amigos_1998_luz-ver,1998,Luz para Ver,"grupo, en nuestra forma unificada",Grupo Amigos,Ficha de carroza en batalladeflores.net,1,https://www.batalladeflores.net/luz-para-ver/,publicado,
carroza,1998-luz-para-ver-a-2,grupo-amigos_1998_luz-ver,1998,Luz para Ver,esta foto es de esta carroza,batalla_de_flores/fotos/archivo/1884-luzparaver-1884.jpg,batalladeflores.net,1,https://www.batalladeflores.net/wp-content/uploads/2013/08/1998luzparaver2p.jpg,publicado,publicada en la ficha de esta carroza en batalladeflores.net
carroza,1998-sueno-de-una-nina-a-2,somarriba-susi_1998_sueno-nina,1998,Sueño de Una Niña,título de la carroza,Sueño de Una Niña,Palmarés de batalladeflores.net,1,http://batalladeflores.net/el-sueno-de-una-nina/,publicado,
